Project ID;Project Name;Scope; Type;Region;Country;State;"Total Credits 
Issued";Year
1392;Ejido forestal Los Bancos;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;182.553;2018
1398;Veseth and Veseth Ranch;Forestry & Land Use;Avoided Grassland Conversion;North America;United States;MONTANA;10.632;2020
1399;Carbono, Agua y Biodiversidad Indígena La Trinidad;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;22.193;2019
1401;ClimeCo ODS Destruction 33;Chemical Processes;Ozone Depleting Substances Recovery & Destruction;North America;United States;OHIO;119.156;2020
1408;Lassen;Forestry & Land Use;Improved Forest Management;North America;United States;CALIFORNIA;601.493;2021
1409;Martell;Forestry & Land Use;Improved Forest Management;North America;United States;CALIFORNIA;1.058.456;2021
1411;Carbono, Agua y Biodiversidad Indígena Xiacuí;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;44.969;2019
1412;A-Gas UCSD1;Chemical Processes;Ozone Depleting Substances Recovery & Destruction;North America;United States;OHIO;24.304;2020
1415;Carbono, Agua y Biodiversidad Indígena Capulálpam;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;21.613;2019
1418;Perfect Cycle ODS-5;Chemical Processes;Ozone Depleting Substances Recovery & Destruction;North America;United States;OHIO;49.687;2020
1425;Medford Spring Grassland Conservation;Forestry & Land Use;Avoided Grassland Conversion;North America;United States;COLORADO;13.941;2020
1428;Manglares San Crisanto;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;YUCATÁN;12.367;2018
1429;Manglares Ursulo Galvan;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;TABASCO;4.792;2019
1432;Ejido sierra de Agua;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;VERACRUZ;2.612;2019
1433;Ejido La Libertad;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;VERACRUZ;4.916;2019
1434;Ejido San Pedro Buenavista;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;VERACRUZ;1.933;2019
1435;Ejido Coatitila;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;VERACRUZ;3.296;2019
1436;Finite Carbon - Dingess Rum IFM;Forestry & Land Use;Improved Forest Management;North America;United States;WEST VIRGINIA;1.336.678;2021
1437;Ejido El Agua de Los Pescados y sus Anexos;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;VERACRUZ;973;2019
1438;Predio Las Piedras;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;VERACRUZ;2.597;2019
1441;A-Gas 5-2020;Chemical Processes;Ozone Depleting Substances Recovery & Destruction;North America;United States;OHIO;78.211;2020
1442;Shasta Cascade Timberlands Forest Carbon Project;Forestry & Land Use;Improved Forest Management;North America;United States;CALIFORNIA;221.430;2022
1443;Carbono, Agua y Biodiversidad Indígena Maninaltepec;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;39.704;2019
1445;Captura de carbono forestal en la Comunidad de Rincón de Guadalupe;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;881;2019
1446;Captura de carbono forestal en el Ejido Corral de Piedra;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;3.003;2019
1447;Captura de carbono forestal en la comunidad de San Miguel Tenextepec;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;1.403;2019
1448;Captura de carbono forestal en el Ejido El Capulín;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;7.572;2019
1449;Captura de carbono forestal en la comunidad de Santa María y sus Barrios;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;6.984;2019
1450;Captura de carbono forestal en el Ejido San Jerónimo;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;6.125;2019
1451;Captura de carbono forestal en el Ejido San Juan;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;3.018;2019
1452;Captura de carbono forestal en el Ejido San Mateo;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;605;2019
1453;Captura de carbono forestal en el  Ejido Rincón de Guadalupe;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;2.977;2019
1454;Captura de carbono forestal en el Ejido El Potrero;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;4.886;2019
1455;Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;MICHOACÁN;71.035;2020
1456;ClimeCo ODS Destruction 34;Chemical Processes;Ozone Depleting Substances Recovery & Destruction;North America;United States;OHIO;127.338;2020
1458;A-Gas 1-2021;Chemical Processes;Ozone Depleting Substances Recovery & Destruction;North America;United States;OHIO;84.267;2020
1459;Indigo U.S. Project No.1;Agriculture;Sustainable Agriculture;North America;United States;MASSACHUSETTS;247.947;2018
1461;Carbono, Agua y Biodiversidad Indígena Ixtlán;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;87.585;2020
1462;Carbono, Agua y Biodiversidad Indígena Metaltepec;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;12.451;2020
1463;Carbono, Agua y Biodiversidad Indígena Peñoles;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;74.009;2020
1464;Carbono, Agua y Biodiversidad Indígena San Bartolomé;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;81.405;2020
1465;Pueblos Mancomunados de Oaxaca;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;29.873;2020
1480;Phlogiston Phase I;Chemical Processes;N2O Destruction in Adipic Acid Production;North America;United States;FLORIDA;12.738.951;2021
1481;A-Gas 2-2021;Chemical Processes;Ozone Depleting Substances Recovery & Destruction;North America;United States;OHIO;56.964;2021
1486;CAPTURA DE CARBONO EN EL BOSQUE DE LA SOCIEDAD DE SOLIDARIDAD SOCIAL PIEDRA CANTEADA, NANACAMILPA  DE MARIANO  ARISTA, TLAXCALA,MEXICO;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;TLAXCALA;9.662;2021
1487;Collins - Modoc Reforestation;Forestry & Land Use;Afforestation/Reforestation;North America;United States;CALIFORNIA;0;
1494;Ejido Topia;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;73.263;2020
1495;Ejido Valle de Topia;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;94.771;2020
1496;Comunidad Rio y Papudos;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;51.175;2020
1497;Ejido Salto de Camellones;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;152.024;2020
1499;Ejido Las Vigas;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;VERACRUZ;8.272;2020
1500;Ejido Tonalaco;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;VERACRUZ;1.677;2020
1505;Proyecto forestal de carbono del Ejido Pioneros de Río Xhon - Ha;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;5.546;2020
1506;Proyecto forestal de carbono del Ejido Lázaro Cárdenas Número 2;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;1.910;2020
1507;Proyecto forestal de carbono del Ejido Xbonil;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;40.477;2020
1508;Bonos Comunitarios CO2-El Naranjal;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;7.490;2020
1509;Bonos Comunitarios CO2-Candelaria II;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;10.085;2020
1510;Bonos Comunitarios CO2-San Antonio Tuk;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;7.158;2020
1511;Bonos Comunitarios CO2_San Felipe Oriente;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;1.340;2020
1513;AgriCapture Soil Enrichment #1;Agriculture;Sustainable Agriculture;North America;United States;ARKANSAS;37.647;2019
1514;Carbono Petcacab;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;49.253;2020
1515;ClimeCo ODS Destruction 35;Chemical Processes;Ozone Depleting Substances Recovery & Destruction;North America;United States;OHIO;122.101;2021
1517;Two Fiets Digester;Agriculture;Manure Methane Digester;North America;United States;CALIFORNIA;15.158;2020
1521;Captura de carbono forestal en el ejido San Francisco Oxtotilpan;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;13.341;2020
1522;Captura de carbono forestal en el ejido Amanalco de Becerra;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;2.827;2020
1523;Captura de carbono forestal en el ejido San Miguel Tenextepec;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;2.951;2020
1524;Captura de carbono forestal en los Bienes Comunales de San Miguel Ixtapan;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;2.388;2020
1525;Captura de carbono forestal en los Bienes Comunales de San Miguel Xoltepec;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;1.034;2020
1526;Captura de carbono forestal en el ejido Nuevo San Juan Atezcapan;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;483;2020
1527;Captura de carbono forestal en el ejido San Miguel Sultepec;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;516;2020
1528;Captura de carbono forestal en el ejido La Candelaria;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;194;2020
1529;Captura de carbono forestal en el ejido Capilla Vieja;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;326;2020
1531;Carbono, Agua y Biodiversidad Indígena Jaltianguis;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;16.286;2020
1532;Carbono, Agua y Biodiversidad Indígena Comaltepec;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;70.088;2020
1535;P. P. La Pinzión;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;AGUASCALIENTES;832;2020
1536;P. P. Peña del gato;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;AGUASCALIENTES;1.033;2020
1537;P. P. El Pelón;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;AGUASCALIENTES;8.011;2020
1538;P.P. El águila;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;AGUASCALIENTES;495;2020
1539;P.P. El Tecolote;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;AGUASCALIENTES;1.063;2020
1540;P.P. Estancia Borrotes;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;AGUASCALIENTES;226;2020
1542;Ejido Atopixco;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;HIDALGO;5.192;2019
1543;Ejido Malila;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;HIDALGO;969;2020
1544;Ejido Zacualtipán;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;HIDALGO;3.492;2020
1545;Ejido La Selva;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;VERACRUZ;28.320;2020
1546;Bienes Comunales Santa Isabel Chalma;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;3.162;2020
1547;Bienes Comunales San Pedro Ecatzingo;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;6.935;2020
1548;Ejido San Antonio de la Rinconada o Tlaltecahuacan;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;1.570;2020
1551;Ejido Tlalmanalco;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;18.376;2020
1552;Ejido San Martín Cuautlalpan;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;13.150;2020
1553;Bienes Comunales Santiago Cuautenco;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;5.548;2020
1554;Lost Coast Forestlands Improved Forest Management Project;Forestry & Land Use;Improved Forest Management;North America;United States;CALIFORNIA;396.414;2022
1559;Nutrien NMPP Project;Agriculture;Nitrogen Management;North America;United States;COLORADO;588;2021
1562;Hamptons Road Recovery Center;Waste Management;Landfill Methane;North America;United States;VIRGINIA;21.786;2021
1564;Bluesource - Soda Creek Avoided Grassland Conversion Project;Forestry & Land Use;Avoided Grassland Conversion;North America;United States;MONTANA;6.696;2021
1565;Ejido Forestal Chavarria Nuevo;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;92.179;2020
1566;Ejido KM 120;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;37.084;2021
1567;NCPE Centauro del Norte;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;68.696;2021
1568;Laguna Om;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;81.477;2021
1569;Carbono, Agua y Biodiversidad Indígena Abejones;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;OAXACA;27.477;2021
1574;CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL BRILLANTE, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;114.626;2021
1576;Ejido 18 de Marzo;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;19.358;2021
1577;Ejido Chunhuhub;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;46.812;2021
1579;Sonora;Forestry & Land Use;Improved Forest Management;North America;United States;CALIFORNIA;248.672;2023
1580;Pfister Ranch Avoided Conversion;Forestry & Land Use;Avoided Grassland Conversion;North America;United States;MONTANA;8.992;2021
1582;Alliance Dairy;Agriculture;Manure Methane Digester;North America;United States;FLORIDA;33.665;2020
1584;Proyecto forestal de carbono del Ejido San Diego de Tezains, Durango, México;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;429.887;2021
1585;EJIDO TODOS SANTOS Y ANEXOS;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;7.522;2021
1586;CAPTURA DE CARBONO EN LOS BOSQUES DEL  EJIDO LA CUEVA Y ANEXOS, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;34.383;2021
1587;Bonos de Carbono-San José del Rincón-Mariposa Monarca-Concepción del Monte;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;4.631;2021
1588;Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Las Rosas;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;7.924;2021
1589;Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Los Lobos;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;4.077;2021
1590;Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Rosa de Palo Amarillo;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;5.107;2021
1591;Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido San Felipe de Jesús;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;2.352;2021
1593;Proyecto Forestal de Carbono Ejido Madera;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CHIHUAHUA;18.042;2021
1594;EJIDO LAS MILPAS Y ANEXOS;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;16.978;2021
1595;COMUNIDAD SANTA ANA;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;4.444;2021
1596;EJIDO OSOS BRAVOS Y ANEXOS;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;2.661;2021
1597;PREDIO RUSTICO DENOMINADO ZALEAS;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;2.217;2021
1606;Ejido Pozo Pirata;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;48.087;2021
1607;Ejido Piedras Negras;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;49.576;2021
1608;Ejido Gavilanes;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;55.173;2021
1611;Bonos Comunitarios:Ejido Lazaro Cardenas;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;13.998;2021
1612;Bonos Comunitarios CO2_Ejido Kankabchen;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;15.767;2021
1613;Bonos Comunitarios CO2_Ejido X-yatil;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;14.278;2021
1620;Crossroads Eco Center Landfill/Caldwell Landfill;Waste Management;Landfill Methane;North America;United States;INDIANA;1.917;2022
1621;Proyecto Forestal de Captura de Carbono del Ejido 20 de Noviembre;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;10.343;2021
1622;Proyecto Forestal de Captura de Carbono del Ejido Álvaro Obregón;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;27.585;2021
1623;Proyecto Forestal de Captura de Carbono del Ejido Xmejia;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;24.520;2021
1624;Nitric Acid;Chemical Processes;N2O Destruction in Nitric Acid Production;North America;United States;FLORIDA;370.811;2022
1625;CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO SAN PABLO, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;22.057;2021
1626;CAPTURA DE CARBONO EN LOS BOSQUES DE CONIFERAS Y LATIFOLIADAS EN EL EJIDO CHAVARRIA VIEJO,MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;79.049;2021
1627;CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL LARGO Y ANEXOS, MUNICIPIO DE MADERA, ESTADO DE CHIHUAHUA, MEXICO;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CHIHUAHUA;14.346;2021
1635;Captura de carbono forestal en los Bienes Comunales de San Francisco Oxtotilpan;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;STATE OF MÉXICO;6.796;2021
1636;Captura de carbono forestal en el ejido San Pedro Jacuaro;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;MICHOACÁN;2.375;2021
1637;Captura de carbono forestal en el ejido Otzumatlán o Río de Parras;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;MICHOACÁN;2.659;2021
1638;Captura de carbono forestal en la Comunidad Indígena San Pedro Jacuaro;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;MICHOACÁN;5.827;2021
1641;AgriCapture Grasslands Project 1;Forestry & Land Use;Avoided Grassland Conversion;North America;United States;TEXAS;72;2022
1648;Comunidad El Tarahumar y Bajíos del Tarahumar;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;94.846;2021
1657;Comunidad Tutuaca;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CHIHUAHUA;27.191;2021
1658;Ejido Conoachi y Anexos;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CHIHUAHUA;62.829;2021
1659;Ejido Basaseachi;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CHIHUAHUA;44.935;2021
1660;Ejido Tutuaca;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CHIHUAHUA;180.193;2021
1661;Ejido Heredia y Anexos;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CHIHUAHUA;48.230;2021
1663;XICO2e Carbono Forestal Ejido Pueblo Nuevo, Durango, México;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;444.014;2022
1664;Condueñazgo Memelichi;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CHIHUAHUA;51.311;2021
1674;Conhúas;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;309.642;2021
1675;ProCarbono: Ejido Quebrada de Cebollas;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;20.145;2022
1693;Heartland Ranch Phase 4;Forestry & Land Use;Avoided Grassland Conversion;North America;United States;COLORADO;3.888;2022
1694;Heartland Ranch Phase 5;Forestry & Land Use;Avoided Grassland Conversion;North America;United States;COLORADO;4.993;2022
1696;Ciudad Juarez Landfill Gas to Energy Project;Waste Management;Landfill Methane;Latin America and the Caribbean;Mexico;CHIHUAHUA;104.927;2021
1704;ProCarbono: Ejios Los Altares;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;46.787;2022
1710;XICO2e Carbono Forestal Ejido Vencedores y Anexos, San Dimas, Durango, México;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;63.039;2022
1728;XICO2e Carbono Forestal  Ejido las Pintas, San Dimas, Durango, México;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;5.707;2022
1729;Captura de Carbono en los Bosques de Coniferas y Latifoliadas del Ejido Mil Diez y Anexos, Municipio de Pueblo Nuevo, Estado de Durango, Mexico;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;10.264;2022
1731;Carbono Azul Playa Tortuga;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;6.356;2022
1735;ProCarbono: Ejido Las Hacienditas y Anexos;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;23.259;2022
1736;ProCarbono: Ejido Silvestre Revueltas;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;4.555;2022
1737;ProCarbono: Ejido El Rincón;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;4.273;2022
1739;Restauración Forestal X-pichil;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;113.128;2022
1744;Carbono Forestal La Norteñita;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CHIHUAHUA;43.646;2022
1745;Restauración Forestal Adolfo de la Huerta;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;16.498;2022
1746;Restauración Forestal San Felipe III;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;14.939;2022
1747;Restauración Forestal Puerto Arturo;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;19.894;2022
1748;Restauración Forestal General Francisco Villa;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;QUINTANA ROO;16.494;2022
1749;Restauración Forestal Chunkanan;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;CAMPECHE;9.493;2022
1767;Restauración Forestal NCPA Yalcoba Nuevo;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;YUCATÁN;7.946;2022
1804;Captura de Carbono en los Bosques de Coníferas y Latifoliadas  del Ejido La Victoria y Anexos, Municipio de Pueblo Nuevo, Estado de Durango, México;Forestry & Land Use;Improved Forest Management;Latin America and the Caribbean;Mexico;DURANGO;45.007;2022
