Project ID;Project Name;Scope; Type;Region;Country;State;"Total Credits 
Issued";Year
1797;El Molino-San Matias hydroelectric projects;Renewable Energy;Hydropower;Latin America and the Caribbean;Colombia;;455.910;2017
1798;Hydroelectric projects at Oibita River;Renewable Energy;Hydropower;Latin America and the Caribbean;Colombia;;0;
180;Rialma Companhia Energética I S/A. – Santa Edwiges I Small Hydro Power Plant - Small Scale CDM Project;Renewable Energy;Hydropower;Latin America and the Caribbean;Brazil;;5.222;2007
1800;12 MW Raura Hydro Project by DLI Power;Renewable Energy;Hydropower;Southern Asia;India;;117.238;2019
1804;Combio Renewable Biomass Project - Três Marias;Renewable Energy;Biomass;Latin America and the Caribbean;Brazil;;253.465;2017
1805;Solar Energy Project(s) by SB Energy Private Limited;Renewable Energy;Solar - Centralized;Southern Asia;India;;9.446.114;2017
1807;Biomass based thermal energy generation project by Dynamic Fine Paper Mill at Polai Kalan, Deegod, Kota;Renewable Energy;Biomass;Southern Asia;India;;75.373;2016
181;Fuel-Wood Saving with Improved Cookstoves in Cambodia;Household & Community;Cookstoves;South-Eastern Asia;Cambodia;;2.005.917;2004
1812;VTRM Renewable Energy;Renewable Energy;RE Bundled;Latin America and the Caribbean;Brazil;;2.853.360;2016
1815;Renewable Solar Power Project by Adani Green Energy Limited;Renewable Energy;Solar - Centralized;Southern Asia;India;;5.343.328;2017
1816;Wind power project in Tirunelveli Tamilnadu;Renewable Energy;Wind;Southern Asia;India;;34.262;2018
1817;Reliance Composting Project in Cape Town;Waste Management;Composting;Sub-Saharan Africa;South Africa;;260.939;2018
182;Niederberg 1/2, Utilization of Coalmine Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;143.040;2006
1820;Manantiales Behr Wind Farm;Renewable Energy;Wind;Latin America and the Caribbean;Argentina;;861.031;2018
1822;10 MW wind power project by Powerica at BDS - Gujarat;Renewable Energy;Wind;Southern Asia;India;;171.054;2017
1823;21.8 MW Wind Power Project at Jangi Vandhiya, Gujarat by Powerica Limited;Renewable Energy;Wind;Southern Asia;India;;376.387;2014
1824;Liucheng Biomass Power Generation Project in Guangxi Zhuang Autonomous Region, China;Renewable Energy;Biomass;Eastern Asia;China;;1.069.816;2009
1825;Afforestation Project in Xining City;Forestry & Land Use;Afforestation/Reforestation;Eastern Asia;China;;83.792;2019
1826;Qinghai Afforestation Project;Forestry & Land Use;Afforestation/Reforestation;Eastern Asia;China;;83.348;2019
183;Niederberg 3, Utilization of Coalmine Methane Capture;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;135.675;2006
1830;Wind Power Project at Theni by Powerica Limited;Renewable Energy;Wind;Southern Asia;India;;172.406;2010
1831;Wind Energy Project at Devbhoomi Dwaraka,Gujarat by Powerica Limited;Renewable Energy;Wind;Southern Asia;India;;339.471;2015
1832;Haidong Afforestation Project;Forestry & Land Use;Afforestation/Reforestation;Eastern Asia;China;;87.535;2019
184;Dingen-Methan 1, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;72.165;2006
1840;Ovejería Photovoltaic Power Plant;Renewable Energy;Solar - Centralized;Latin America and the Caribbean;Chile;;33.270;2018
1841;Santa Teresa Hydropower Plant;Renewable Energy;Hydropower;Latin America and the Caribbean;Peru;;666.406;2015
1842;100 MW SOLAR PROJECT IN BHADLA IN RAJASTHAN.;Renewable Energy;Solar - Centralized;Southern Asia;India;;618.866;2018
1844;80 MW SOLAR BY FERMI SOLAR FARMS PVT LTD - CHALISGAON.;Renewable Energy;Solar - Centralized;Southern Asia;India;;474.139;2018
185;Fuel-Switching Project from Fossil Fuels to Biomass in La Providencia, Arcor;Renewable Energy;Biomass;Latin America and the Caribbean;Argentina;;218.569;2007
1851;Renewable Solar Power Project by ReNew Solar Power Private Limited;Renewable Energy;Solar - Centralized;Southern Asia;India;;10.955.876;2017
1853;9.9 MW Wind Power Project by KPL International Ltd. in Gujarat;Renewable Energy;Wind;Southern Asia;India;;119.563;2017
1854;20 MWAC (22 MWDC) SKCIL SOLAR POWER PLANT PROJECT;Renewable Energy;Solar - Centralized;Southern Asia;India;;115.460;2018
1855;Hechu Afforestation Project in Anhui Province;Forestry & Land Use;Afforestation/Reforestation;Eastern Asia;China;;904.679;2018
1857;Grouped OFF-GRID Renewable Energy Project in India;Renewable Energy;RE Bundled;Southern Asia;India;;12.500;2017
1859;Heqing Solar Cooker Project II;Household & Community;Cookstoves;Eastern Asia;China;;755.045;2016
186;Jintang 15.5MW Hydropower Project;Renewable Energy;Hydropower;Eastern Asia;China;;0;
1860;Heqing Solar Cooker Project I;Household & Community;Cookstoves;Eastern Asia;China;;761.337;2016
1861;3.5MW Manuni Hydro Electric Project in Himanchal Pradesh by Winsome Textile Industries Ltd;Renewable Energy;Hydropower;Southern Asia;India;;51.723;2019
1862;Bundled Wind Power Project in Gujarat and Tamil Nadu;Renewable Energy;Wind;Southern Asia;India;;118.336;2017
1866;XinJiang Makit County Afforestation Carbon Sequestration Project;Forestry & Land Use;Afforestation/Reforestation;Eastern Asia;China;;348.219;2019
1867;Ningxia Xiangshan Wind Farm Project;Renewable Energy;Wind;Eastern Asia;China;;4.041.916;2017
1868;GUACHICONO SMALL HYDROELECTRIC PROJECT;Renewable Energy;Hydropower;Latin America and the Caribbean;Colombia;;0;
1869;Yagual - Carbon Sequestration Grouped Project for the Restoration, Conservation and Sustainable Production in the Guerrero, Sumapaz and Rabanal Paramo Systems;Forestry & Land Use;Afforestation/Reforestation;Latin America and the Caribbean;Colombia;;0;
187;Maobaguan 24MW Hydropower Project;Renewable Energy;Hydropower;Eastern Asia;China;;0;
1870;Gezin Solar Power Project;Renewable Energy;Solar - Centralized;Western Asia;Türkiye;;13.936;2018
1875;Guangxi Fusui Qiquan biomass power generation project;Renewable Energy;Biomass;Eastern Asia;China;;103.226;2018
1877;Thangarabalu Small Hydel Project at Karnataka;Renewable Energy;Hydropower;Southern Asia;India;;58.186;2015
1878;Bundled renewable energy project in Gujarat and Karnataka, India;Renewable Energy;Wind;Southern Asia;India;;41.663;2018
188;Granja Tres Arroyos Methane Avoidance in Slaughterhouse Effluents Project;Waste Management;Methane Recovery in Wastewater;Latin America and the Caribbean;Argentina;;22.814;2007
1881;Conservation of Panama Forests - Reduction of GHG Emissions from Deforestation. Grouped Project;Forestry & Land Use;REDD+;Latin America and the Caribbean;Panama;;0;
1882;REDD+ PROJECT IN THE ALTO HUAYABAMBA CONSERVATION CONCESSION (CCAH);Forestry & Land Use;REDD+;Latin America and the Caribbean;Peru;;316.458;2013
1883;Pichacay Landfill Gas Renewable Energy Project;Waste Management;Landfill Methane;Latin America and the Caribbean;Ecuador;;92.693;2017
1884;Bikes for the Planet - Brazil;Transportation;Bicycles;Latin America and the Caribbean;Brazil;;5.068;2018
1885;Ejuva One and Ejuva Two Solar Projects;Renewable Energy;Solar - Centralized;Sub-Saharan Africa;Namibia;;160.615;2017
1888;Larimer County Landfill Gas Flaring Project;Waste Management;Landfill Methane;North America;United States;COLORADO;84.910;2016
1890;Grid Connected Solar Energy Project;Renewable Energy;Solar - Centralized;Southern Asia;India;;1.784.173;2017
1891;Kishanganga Hydroelectric Project;Renewable Energy;Hydropower;Southern Asia;India;;685.478;2018
1892;SOLAR GROUPED PROJECT BY EPSA-CELSIA;Renewable Energy;Solar - Centralized;Latin America and the Caribbean;Colombia;;0;
1893;18 MW Kemphole Mini Hydel Scheme (KMHS), by International Power Corporation Limited, India;Renewable Energy;Hydropower;Southern Asia;India;;220.652;2014
1896;Hunan Northern and Northwestern Area Afforestation Project;Forestry & Land Use;Afforestation/Reforestation;Eastern Asia;China;;278.865;2018
1898;50 MW Tsetsii Wind Farm in Mongolia;Renewable Energy;Wind;Eastern Asia;Mongolia;;602.966;2017
1899;Sumatra Merang Peatland Project (SMPP);Forestry & Land Use;REDD+;South-Eastern Asia;Indonesia;;2.638.073;2016
1900;Makame Savannah REDD;Forestry & Land Use;REDD+;Sub-Saharan Africa;Tanzania;;763.875;2017
1904;Wind Power Project in Tamil Nadu by Green Infra Renewable Energy Limited;Renewable Energy;Wind;Southern Asia;India;;3.452.180;2018
1905;Kocalar Wind Power Project, Turkey;Renewable Energy;Wind;Western Asia;Türkiye;;300.536;2019
1906;Hasanoba Wind Power Project, Turkey;Renewable Energy;Wind;Western Asia;Türkiye;;319.565;2019
1907;Üçpinar Wind Power Project, Turkey;Renewable Energy;Wind;Western Asia;Türkiye;;888.522;2019
1908;Denizli Wind Power Project, Turkey;Renewable Energy;Wind;Western Asia;Türkiye;;469.388;2019
1911;King County Rural Forest Carbon Project;Forestry & Land Use;Improved Forest Management;North America;United States;WASHINGTON;63.692;2018
1913;Erzurum Hinis Solar Power Plant;Renewable Energy;Solar - Centralized;Western Asia;Türkiye;;33.230;2019
1914;150 MW Solar Project in Karnataka by Avaada Solar;Renewable Energy;Solar - Centralized;Southern Asia;India;;753.847;2019
1915;Ombepo Wind;Renewable Energy;Wind;Sub-Saharan Africa;Namibia;;129.670;2017
1916;Quebec Forestry Sector Carbon Sequestration Grouped Project Pivot;Forestry & Land Use;Improved Forest Management;North America;Canada;;83.999;2018
1918;Paradigm Kenya Clean Cookstoves Project;Household & Community;Cookstoves;Sub-Saharan Africa;Kenya;;308.825;2017
192;48 MW Houqiao Hydropower Project, Yunnan, China;Renewable Energy;Hydropower;Eastern Asia;China;;943.454;2006
1920;24.45 MW Biomass based project in Punjab;Renewable Energy;Biomass;Southern Asia;India;;157.173;2017
1921;Van Solar Power Project;Renewable Energy;Solar - Centralized;Western Asia;Türkiye;;4.618;2018
1923;Yaysun-MT Solar Power Project;Renewable Energy;Solar - Centralized;Western Asia;Türkiye;;81.478;2018
1925;ME-SE Solar Power Project;Renewable Energy;Solar - Centralized;Western Asia;Türkiye;;0;
1926;Iota M. Firinci Solar Power Project;Renewable Energy;Solar - Centralized;Western Asia;Türkiye;;20.372;2020
1929;Electrify America - EV Charging Network Carbon Credits;Transportation;Electric Vehicles & Charging;North America;United States;VIRGINIA;2.396;2019
193;Yunnan Ajiutian 115.5 MW Hydropower Project;Renewable Energy;Hydropower;Eastern Asia;China;;0;
1930;Henan Nanzhao Afforestation Project;Forestry & Land Use;Afforestation/Reforestation;Eastern Asia;China;;418.299;2015
1931;Energising India using Solar Energy Projects;Renewable Energy;Solar - Centralized;Southern Asia;India;;3.470.882;2017
1933;Mavibayrak Biomass Power Plant Project;Renewable Energy;Biomass;Western Asia;Türkiye;;144.914;2018
1934;Patikari Hydro Electric Power Project in Distt-Mandi, Himachal Pradesh, India;Renewable Energy;Hydropower;Southern Asia;India;;257.116;2012
1935;Hubei Hongshan IFM (Conversion of Logged to Protected Forest) Project;Forestry & Land Use;Improved Forest Management;Eastern Asia;China;;932.144;2015
1936;WIND POWER GROUPED PROJECT BY CELSIA COLOMBIA - BEGONIA POWER;Renewable Energy;Wind;Latin America and the Caribbean;Colombia;;0;
194;Yunnan Wunihe 30 MW Hydropower Project;Renewable Energy;Hydropower;Eastern Asia;China;;0;
1941;Sustainable City Projects at India's Cleanest City- Indore;Waste Management;Composting;Southern Asia;India;;339.834;2017
1944;Livelihoods Mount Elgon Project;Agriculture;Sustainable Agriculture;Sub-Saharan Africa;Kenya;;50.284;2016
1945;MSA-1 Hydropower Plant;Renewable Energy;Hydropower;Latin America and the Caribbean;Chile;;42.028;2019
1946;Renewable Wind Power Project by Hero Future Energies;Renewable Energy;Wind;Southern Asia;India;;225.066;2019
1947;Inner Mongolia Wujier Phase I Wind Power Project;Renewable Energy;Wind;Eastern Asia;China;;872.200;2016
1949;Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility;Renewable Energy;Wind;Sub-Saharan Africa;South Africa;;1.744.952;2017
1950;Longyuan Mulilo De Aar 2 North Wind Energy Facility;Renewable Energy;Wind;Sub-Saharan Africa;South Africa;;2.794.486;2017
1953;Floresta Verde REDD+ Project;Forestry & Land Use;REDD+;Latin America and the Caribbean;Brazil;;941.618;2016
1954;Badamsha Wind Farm in Kazakhstan;Renewable Energy;Wind;Central Asia;Kazakhstan;;339.170;2020
1958;My Son - Hoan Loc Viet Solar Energy Project;Renewable Energy;Solar - Centralized;South-Eastern Asia;Viet Nam;;229.817;2019
1959;Aussenkehr solar;Renewable Energy;Solar - Centralized;Sub-Saharan Africa;Namibia;;76.296;2017
196;Tiefa Coal Industry Group CMM Utilization Project;Industrial & Commercial;Mine Methane Capture;Eastern Asia;China;;951.662;2006
1960;Northern Great Plains Regenerative Grazing Project;Forestry & Land Use;Sustainable Grassland Management;North America;United States;MONTANA;56.508;2019
1963;Tataouine Solar Photovoltaic Plant in Tunisia;Renewable Energy;Solar - Centralized;Northern Africa;Tunisia;;0;
1964;Quang Minh Solar Power Project;Renewable Energy;Solar - Centralized;South-Eastern Asia;Viet Nam;;318.969;2019
1965;Cat Hiep Solar Power Project;Renewable Energy;Solar - Centralized;South-Eastern Asia;Viet Nam;;235.442;2019
1968;Grid Connected Wind Energy Project in Gujarat;Renewable Energy;Wind;Southern Asia;India;;254.468;2023
1969;Carbono Verde AR Project;Forestry & Land Use;Afforestation/Reforestation;Latin America and the Caribbean;Brazil;;0;
197;Kamiranga Ceramic Fuel Switching Project;Renewable Energy;Biomass;Latin America and the Caribbean;Brazil;;373.522;2008
1970;Ventus Wind Farm in El Salvador;Renewable Energy;Wind;Latin America and the Caribbean;El Salvador;;178.907;2020
1971;SAKAL SOLAR FARM;Renewable Energy;Solar - Centralized;Sub-Saharan Africa;Senegal;;127.940;2018
1972;Guangxi Longan Biomass Power Project;Renewable Energy;Biomass;Eastern Asia;China;;249.461;2019
1974;Srepok 1 Solar Power Project;Renewable Energy;Solar - Centralized;South-Eastern Asia;Viet Nam;;245.548;2019
1975;Hong Phong 4 Solar 48 MW Project;Renewable Energy;Solar - Centralized;South-Eastern Asia;Viet Nam;;278.156;2019
1976;Renewable Solar Power Project by Shapoorji Pallonji;Renewable Energy;Solar - Centralized;Southern Asia;India;;1.178.056;2018
198;J L Silva Ceramic Fuel Switching Project;Renewable Energy;Biomass;Latin America and the Caribbean;Brazil;;402.072;2006
1981;Waste Heat Recovery Power Project at JK Cement Works (Unit of JK Cement Limited), Nimbahera, Chittorgarh, Rajasthan;Industrial & Commercial;Waste Heat Recovery;Southern Asia;India;;221.401;2012
1982;Ngodwana Biomass to Energy Project;Renewable Energy;Biomass;Sub-Saharan Africa;South Africa;;0;
1983;Guangdong Taishan Shangchuandao Island Phase II Wind Farm Project;Renewable Energy;Wind;Eastern Asia;China;;28.813;2011
1985;100 MW Bundled Wind Power Project in Anantapuram, Andhra Pradesh;Renewable Energy;Wind;Southern Asia;India;;163.066;2018
1987;GENNEIA WIND PROJECTS IN ARGENTINA;Renewable Energy;Wind;Latin America and the Caribbean;Argentina;;1.495.594;2018
1989;Oualidia 1&2 Wind Projects.;Renewable Energy;Wind;Northern Africa;Morocco;;50.347;2021
199;Santorini Ceramic Fuel Switching Project;Renewable Energy;Biomass;Latin America and the Caribbean;Brazil;;104.155;2008
1990;40MW Bundled Solar Project in Telangana, India;Renewable Energy;Solar - Centralized;Southern Asia;India;;223.938;2017
1992;ENERGY EFFICIENCY IN STEAM TURBINE GENERATOR SYSTEMS BY HZL;Industrial & Commercial;Energy Efficiency;Southern Asia;India;;0;
1993;Bundled Wind Power project in Koppal Karnataka;Renewable Energy;Wind;Southern Asia;India;;774.163;2018
1995;Folha Larga Sul Renewable Energy;Renewable Energy;Solar - Centralized;Latin America and the Caribbean;Brazil;;0;
1996;GENNEIA SOLAR PROJECTS IN  ARGENTINA;Renewable Energy;Solar - Centralized;Latin America and the Caribbean;Argentina;;370.561;2018
1997;TROPICAL WIND IN THAILAND;Renewable Energy;Wind;South-Eastern Asia;Thailand;;563.387;2018
1998;Cerro Dominador Concentrating Solar Power Plant in Chile;Renewable Energy;Solar - Centralized;Latin America and the Caribbean;Chile;;298.509;2021
1999;KRISSANA WIND POWER IN THAILAND;Renewable Energy;Wind;South-Eastern Asia;Thailand;;469.585;2018
2;LITL's Wind Power Project at Tamilnadu;Renewable Energy;Wind;Southern Asia;India;;17.360;2006
2000;K.R.S. THREE IN THAILAND;Renewable Energy;Wind;South-Eastern Asia;Thailand;;542.808;2018
2001;K.R. ONE IN THAILAND;Renewable Energy;Wind;South-Eastern Asia;Thailand;;431.188;2019
2002;THEPARAK WIND IN THAILAND;Renewable Energy;Wind;South-Eastern Asia;Thailand;;599.371;2018
2003;Benban Solar PV Project (Plot 3_1);Renewable Energy;Solar - Centralized;Northern Africa;Egypt;;232.275;2019
2004;Ouarzazate II Concentrated Solar Power Project;Renewable Energy;Solar - Centralized;Northern Africa;Morocco;;556.706;2018
2005;OUARZAZATE III CONCENTRATED SOLAR POWER PROJECT;Renewable Energy;Solar - Centralized;Northern Africa;Morocco;;127.480;2018
2007;Benban Solar PV Project (Plot 43_4);Renewable Energy;Solar - Centralized;Northern Africa;Egypt;;232.304;2019
2008;Benban Solar PV Project Plot (42_4);Renewable Energy;Solar - Centralized;Northern Africa;Egypt;;101.515;2019
201;Barbosa Ceramic Fuel Switching Project;Renewable Energy;Biomass;Latin America and the Caribbean;Brazil;;219.118;2007
2014;50 MW SOLAR PROJECT BY AVAADA IN UP (INDIA);Renewable Energy;Solar - Centralized;Southern Asia;India;;31.691;2021
2016;Grouped Solar Projects in Jordan;Renewable Energy;Solar - Centralized;Western Asia;Jordan;;0;
2017;Karnataka Pavagada-II Solar Project by Avaada (150 MW);Renewable Energy;Solar - Centralized;Southern Asia;India;;522.568;2019
2018;Santana Renewable Energy;Renewable Energy;Wind;Latin America and the Caribbean;Brazil;;0;
2019;100 MW grid connected Wind Power project in Jamnagar Gujarat, India;Renewable Energy;Wind;Southern Asia;India;;744.323;2019
202;Bom Jesus Ceramic Fuel Switching Project;Renewable Energy;Biomass;Latin America and the Caribbean;Brazil;;167.031;2007
2020;250 MW Wind Power Project by Mytrah Energy;Renewable Energy;Wind;Southern Asia;India;;1.853.869;2019
2021;Gravier Renewable Energy1;Renewable Energy;Wind;Latin America and the Caribbean;Brazil;;0;
2023;Renewable Solar Power Project By Rishabh Renergy;Renewable Energy;Solar - Centralized;Southern Asia;India;;47.877;2018
2026;Allain Duhangan Hydroelectric Project (ADHP);Renewable Energy;Hydropower;Southern Asia;India;;1.535.217;2016
203;Blumenthal 7, Utilisation of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;91.058;2006
2033;3.5 MW Small Hydro Project In Himachal Pradesh;Renewable Energy;Hydropower;Southern Asia;India;;45.316;2018
2036;OUARZAZATE IV CONCENTRATED SOLAR POWER PROJECT;Renewable Energy;Solar - Centralized;Northern Africa;Morocco;;137.530;2018
2037;Bundled Solar PV Rooftop Project by MAS - Phase I;Renewable Energy;Solar - Distributed;Southern Asia;Sri Lanka;;0;
2038;Energising Indian homes by Solar rooftop projects;Renewable Energy;Solar - Distributed;Southern Asia;India;;68.935;2017
204;Hugo 9, CMM Utilization;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;503.388;2003
2040;Vinh Hao 6 Solar Power Project;Renewable Energy;Solar - Centralized;South-Eastern Asia;Viet Nam;;214.629;2019
2041;123 MW SOLAR PV IPP PROJECT ON LANDFILL IN BAHRAIN;Renewable Energy;Solar - Centralized;Western Asia;Bahrain;;0;
2042;Renewable Wind Power Project by Adani;Renewable Energy;Wind;Southern Asia;India;;1.376.160;2019
2046;200 MW Kom Ombo Solar PV Power Project In Egypt;Renewable Energy;Solar - Centralized;Northern Africa;Egypt;;0;
205;Consolidation 1/6, Utlization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;71.878;2002
2052;Renewable Wind Power Project by Axis Wind Farms (Rayalaseema) Pvt. Ltd;Renewable Energy;Wind;Southern Asia;India;;923.672;2018
2053;Smart Anatolia Bundled Solar Project;Renewable Energy;Solar - Centralized;Western Asia;Türkiye;;37.431;2018
2054;Installation of 240 MW Hydroelectric Project at Kutehr in the Chamba district of Himachal Pradesh by JSW Energy;Renewable Energy;Hydropower;Southern Asia;India;;0;
2057;Renewable Solar Power Project By SolarArise India Projects Pvt. Ltd.;Renewable Energy;Solar - Centralized;Southern Asia;India;;236.679;2021
2058;50MW Greenfield Solar Plant in UP by Jakson Group;Renewable Energy;Solar - Centralized;Southern Asia;India;;50.186;2021
2059;Renewable Solar Power Project by Mahindra Renewables Private Limited;Renewable Energy;Solar - Centralized;Southern Asia;India;;1.355.158;2018
206;Emschermulde 1, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;209.725;2006
2060;Suba and Usaquen Hydroelectric Umbrella Project;Renewable Energy;Hydropower;Latin America and the Caribbean;Colombia;;22.334;2014
2061;Diadema II Wind Farm;Renewable Energy;Wind;Latin America and the Caribbean;Argentina;;0;
2065;Renewable Energy Power Projects by Atria Power;Renewable Energy;RE Bundled;Southern Asia;India;;819.638;2018
2069;Greenfield Solar Power Mission by Fortum India;Renewable Energy;Solar - Centralized;Southern Asia;India;;1.516.252;2021
207;Erin 6, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;242.970;2004
2070;Guinan Afforestation Project;Forestry & Land Use;Afforestation/Reforestation;Eastern Asia;China;;1.727.894;2016
2072;UK CowCredit project: A UK dairy initiative to reduce methane from enteric fermentation;Agriculture;Feed Additives;Europe;United Kingdom;;3.303;2019
2076;EOLO Wind Power Project;Renewable Energy;Wind;Latin America and the Caribbean;Nicaragua;;30.000;2015
2077;TUIK RUCH LEW IMPROVED COOKSTOVE PROJECT FOR LAKE ATITLAN;Household & Community;Cookstoves;Latin America and the Caribbean;Guatemala;;975;2019
2079;Fazenda Nascente do Luar Agroforestry Project;Forestry & Land Use;Afforestation/Reforestation;Latin America and the Caribbean;Brazil;;112.185;2020
208;Ewald Fortsetzung 4/5, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;1.041.859;2006
2084;CONSERVATION PROJECT REDD+ SUR DEL META BOSQUES DE PAZ, SUSTENTO DE VIDA;Forestry & Land Use;REDD+;Latin America and the Caribbean;Colombia;;0;
2088;Mangrove Restoration and Sustainable Development in Myanmar;Forestry & Land Use;Wetland Restoration;South-Eastern Asia;Myanmar;;0;
209;Gneisenau 4, Utilisation of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;117.819;2006
2091;AKKENT-ÇALKUYUCAK HYDROELECTRIC POWER PLANT;Renewable Energy;Hydropower;Western Asia;Türkiye;;0;
2092;Kirazlık Hydroelectric  Power Plant Project;Renewable Energy;Hydropower;Western Asia;Türkiye;;479.318;2013
2093;Waste to Energy Projects by Mahindra Waste to Energy Solutions Limited;Renewable Energy;Biomass;Southern Asia;India;;28.733;2019
2094;Koclu Regulator and Hydroelectric Power Plant (Koçlu Regulator & HEPP);Renewable Energy;Hydropower;Western Asia;Türkiye;;451.416;2014
2095;Duzce Aksu Hydro Electricity Power Plant;Renewable Energy;Hydropower;Western Asia;Türkiye;;331.039;2014
2096;Akbas Hydroelectric Power Plant;Renewable Energy;Hydropower;Western Asia;Türkiye;;0;
2097;Tepekisla Dam & Hydropower Plant Project;Renewable Energy;Hydropower;Western Asia;Türkiye;;632.185;2015
2098;Nanhai MSW Incineration II Project;Waste Management;Waste Incineration;Eastern Asia;China;;960.750;2015
2099;Ningbo Yinzhou Landfill Gas Recovery and Utilization Project;Waste Management;Landfill Methane;Eastern Asia;China;;360.066;2014
210;Haus Aden, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;562.260;2006
211;Hugo Ost, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;885.208;2006
212;Joarin, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;94.787;2004
213;Kurl 3, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;323.298;2001
214;Lohberg 1/2, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;669.219;2006
215;Lothringen 6, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;28.641;2002
216;Mansfield Toray, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;United Kingdom;;103.822;2006
217;Prosper IV, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;772.333;2006
218;Radbod V, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;18.183;2007
219;Lealena 1, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;28.766;2006
220;Her Mont, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;139.987;2000
221;Utilization of Coal-Mine-Methane Hugo 1/4;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;363.138;2006
222;Rossenray, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;110.250;2002
223;Victoria 1/2, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;170.872;2002
224;10 MW Grouped Wind Power Project in Maharashtra State, India;Renewable Energy;Wind;Southern Asia;India;;0;
2242;Installation of wind power project in Rajasthan and Tamil Nadu;Renewable Energy;Wind;Southern Asia;India;;249.703;2016
2243;Wind power project in Madhya Pradesh, India;Renewable Energy;Wind;Southern Asia;India;;125.737;2016
2244;Lalpur wind farm in Gujarat;Renewable Energy;Wind;Southern Asia;India;;275.169;2016
2245;Wind power project in Rajasthan, India;Renewable Energy;Wind;Southern Asia;India;;54.223;2018
2248;Wind energy project by LWEPL-1;Renewable Energy;Wind;Southern Asia;India;;295.277;2017
225;15 MW bundled gird connected renewable energy project in Maharashtra, India.;Renewable Energy;RE Bundled;Southern Asia;India;;72.662;2006
2250;Delta Blue Carbon – 1;Forestry & Land Use;Wetland Restoration;Southern Asia;Pakistan;;4.802.658;2015
226;Schacht Gerdt, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;108.598;2006
2260;Shandong Laiwu Landfill Gas Recovery and Power Generation Project;Waste Management;Landfill Methane;Eastern Asia;China;;251.265;2014
2261;CYY Biopower Wastewater treatment plant including biogas reuse for thermal oil replacement and electricity generation Project, Thailand;Waste Management;Methane Recovery in Wastewater;South-Eastern Asia;Thailand;;143.458;2019
2263;Renewable Energy based power generation projects in Bangladesh;Renewable Energy;Solar - Centralized;Southern Asia;Bangladesh;;30.557;2018
227;Schl√§gel & Eisen 3/4/7, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;36.562;2006
228;Walsum, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;355.978;2006
229;Waltrop 1/2, Utilization of Coal-Mine-Methane;Industrial & Commercial;Mine Methane Capture;Europe;Germany;;35.404;2003
2290;"BLUE CARBON PROJECT GULF OF MORROSQUILLO ""VIDA MANGLAR""";Forestry & Land Use;REDD+;Latin America and the Caribbean;Colombia;;59.363;2015
2291;Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 2;Industrial & Commercial;Mine Methane Capture;Eastern Asia;China;;1.111.716;2018
2292;Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 3;Industrial & Commercial;Mine Methane Capture;Eastern Asia;China;;1.346.326;2018
2293;NIHT Topaiyo REDD +;Forestry & Land Use;REDD+;Oceania;Papua New Guinea;;1.327.442;2019
